crop_name,location,price,quantity_kg,month,week,year,date,season,demand,is_peak_season
Banana,Coimbatore,44.65,571.3,3,13,2024,2024-03-28,Rabi,Medium,0
Rice,Trichy,37.32,239.7,3,13,2024,2024-03-28,Rabi,Medium,0
Lady Finger,Trichy,39.27,704.6,3,13,2024,2024-03-28,Rabi,Medium,0
Chilli,Thanjavur,143.6,367.9,3,13,2024,2024-03-29,Rabi,Low,1
Onion,Trichy,32.06,668.0,3,13,2024,2024-03-29,Rabi,Medium,0
Tomato,Erode,35.05,455.7,3,13,2024,2024-03-29,Rabi,Medium,0
Onion,Tirunelveli,33.01,597.1,3,13,2024,2024-03-30,Rabi,Medium,0
Cauliflower,Madurai,34.69,684.4,3,13,2024,2024-03-30,Rabi,Medium,0
Chilli,Chennai,141.19,326.4,3,13,2024,2024-03-31,Rabi,Low,1
Potato,Tirunelveli,26.53,591.5,3,13,2024,2024-03-31,Rabi,Medium,0
Rice,Thanjavur,36.09,646.8,3,13,2024,2024-03-31,Rabi,Medium,0
Onion,Coimbatore,31.48,625.8,3,13,2024,2024-03-31,Rabi,Medium,0
Groundnut,Dindigul,66.95,731.6,3,13,2024,2024-03-31,Rabi,Medium,0
Chilli,Trichy,153.23,292.2,3,13,2024,2024-03-31,Rabi,Low,1
Lady Finger,Tirunelveli,43.26,562.6,3,13,2024,2024-03-31,Rabi,Medium,0
Potato,Salem,25.86,733.2,3,13,2024,2024-03-31,Rabi,Medium,0
Chilli,Trichy,122.67,718.5,4,14,2024,2024-04-01,Zaid,Medium,0
Onion,Madurai,33.35,645.2,4,14,2024,2024-04-01,Zaid,Medium,0
Banana,Dindigul,58.4,386.0,4,14,2024,2024-04-01,Zaid,Low,1
Banana,Chennai,56.59,311.1,4,14,2024,2024-04-02,Zaid,Low,1
Carrot,Thanjavur,56.39,426.1,4,14,2024,2024-04-02,Zaid,Medium,0
Sugarcane,Chennai,4.16,453.2,4,14,2024,2024-04-03,Zaid,Medium,0
Rice,Tirunelveli,34.58,461.6,4,14,2024,2024-04-03,Zaid,Medium,0
Chilli,Thanjavur,95.03,620.6,4,14,2024,2024-04-04,Zaid,High,0
Groundnut,Vellore,68.99,622.2,4,14,2024,2024-04-04,Zaid,Medium,0
Lady Finger,Tirunelveli,37.58,559.9,4,14,2024,2024-04-05,Zaid,High,0
Sugarcane,Vellore,3.8,509.6,4,14,2024,2024-04-05,Zaid,Medium,0
Potato,Trichy,28.11,705.7,4,14,2024,2024-04-05,Zaid,Medium,0
Cotton,Coimbatore,60.38,523.3,4,14,2024,2024-04-05,Zaid,Medium,0
Banana,Thanjavur,48.46,315.6,4,14,2024,2024-04-06,Zaid,Medium,1
Cabbage,Salem,17.02,316.4,4,14,2024,2024-04-06,Zaid,Medium,0
Cabbage,Vellore,17.65,778.6,4,14,2024,2024-04-07,Zaid,Medium,0
Rice,Dindigul,34.62,471.5,4,14,2024,2024-04-07,Zaid,Medium,0
Cauliflower,Tirunelveli,34.52,339.6,4,15,2024,2024-04-08,Zaid,Medium,0
Groundnut,Dindigul,77.65,794.7,4,15,2024,2024-04-08,Zaid,Medium,0
Banana,Salem,56.55,535.1,4,15,2024,2024-04-08,Zaid,Low,1
Brinjal,Dindigul,29.99,764.3,4,15,2024,2024-04-08,Zaid,Medium,0
Onion,Chennai,34.6,723.6,4,15,2024,2024-04-08,Zaid,Medium,0
Chilli,Chennai,105.41,428.6,4,15,2024,2024-04-10,Zaid,Medium,0
Banana,Madurai,59.03,388.5,4,15,2024,2024-04-10,Zaid,Low,1
Chilli,Tirunelveli,103.28,721.8,4,15,2024,2024-04-10,Zaid,Medium,0
Carrot,Salem,49.71,665.7,4,15,2024,2024-04-11,Zaid,Medium,0
Chilli,Tirunelveli,109.52,654.9,4,15,2024,2024-04-11,Zaid,Medium,0
Carrot,Trichy,48.63,470.7,4,15,2024,2024-04-11,Zaid,Medium,0
Onion,Salem,31.9,880.8,4,15,2024,2024-04-12,Zaid,Medium,0
Cotton,Erode,58.53,398.1,4,15,2024,2024-04-13,Zaid,Medium,0
Lady Finger,Madurai,37.94,708.4,4,15,2024,2024-04-13,Zaid,High,0
Brinjal,Salem,27.57,768.5,4,15,2024,2024-04-13,Zaid,Medium,0
Cauliflower,Trichy,31.65,184.9,4,15,2024,2024-04-14,Zaid,Medium,0
Brinjal,Vellore,27.07,518.7,4,16,2024,2024-04-16,Zaid,Medium,0
Chilli,Tirunelveli,92.69,514.4,4,16,2024,2024-04-16,Zaid,High,0
Potato,Chennai,27.05,655.4,4,16,2024,2024-04-16,Zaid,Medium,0
Sugarcane,Madurai,3.88,443.9,4,16,2024,2024-04-16,Zaid,Medium,0
Rice,Vellore,33.8,500.2,4,16,2024,2024-04-17,Zaid,Medium,0
Brinjal,Tirunelveli,34.14,568.9,4,16,2024,2024-04-17,Zaid,Medium,0
Lady Finger,Erode,48.82,735.0,4,16,2024,2024-04-17,Zaid,Medium,0
Cabbage,Coimbatore,18.49,350.1,4,16,2024,2024-04-17,Zaid,Medium,0
Tomato,Trichy,42.55,336.4,4,16,2024,2024-04-17,Zaid,Medium,0
Carrot,Coimbatore,47.34,786.4,4,16,2024,2024-04-17,Zaid,Medium,0
Brinjal,Madurai,26.22,419.6,4,16,2024,2024-04-18,Zaid,Medium,0
Rice,Vellore,29.32,570.2,4,16,2024,2024-04-18,Zaid,High,0
Rice,Salem,35.38,391.4,4,16,2024,2024-04-18,Zaid,Medium,0
Banana,Dindigul,55.84,392.4,4,16,2024,2024-04-19,Zaid,Low,1
Lady Finger,Vellore,42.22,469.5,4,16,2024,2024-04-19,Zaid,Medium,0
Sugarcane,Madurai,3.59,519.6,4,16,2024,2024-04-19,Zaid,Medium,0
Brinjal,Erode,30.53,684.7,4,16,2024,2024-04-19,Zaid,Medium,0
Potato,Chennai,23.58,396.6,4,16,2024,2024-04-19,Zaid,High,0
Sugarcane,Salem,3.55,638.8,4,16,2024,2024-04-20,Zaid,Medium,0
Groundnut,Salem,70.67,307.7,4,16,2024,2024-04-21,Zaid,Medium,0
Onion,Salem,33.32,565.4,4,16,2024,2024-04-21,Zaid,Medium,0
Lady Finger,Madurai,44.93,540.2,4,16,2024,2024-04-21,Zaid,Medium,0
Coconut,Vellore,38.97,503.2,4,17,2024,2024-04-23,Zaid,Low,1
Chilli,Salem,120.87,392.4,4,17,2024,2024-04-23,Zaid,Medium,0
Sugarcane,Madurai,4.02,533.6,4,17,2024,2024-04-23,Zaid,Medium,0
Potato,Vellore,30.21,733.5,4,17,2024,2024-04-23,Zaid,Medium,0
Banana,Erode,47.71,644.8,4,17,2024,2024-04-23,Zaid,Medium,1
Chilli,Erode,110.82,284.0,4,17,2024,2024-04-23,Zaid,Medium,0
Tomato,Chennai,37.63,531.0,4,17,2024,2024-04-24,Zaid,Medium,0
Coconut,Salem,34.56,384.0,4,17,2024,2024-04-24,Zaid,Low,1
Chilli,Vellore,121.62,683.1,4,17,2024,2024-04-24,Zaid,Medium,0
Tomato,Salem,35.87,551.1,4,17,2024,2024-04-25,Zaid,Medium,0
Groundnut,Madurai,68.51,806.8,4,17,2024,2024-04-25,Zaid,Medium,0
Chilli,Erode,98.37,741.0,4,17,2024,2024-04-25,Zaid,High,0
Cotton,Dindigul,55.64,692.9,4,17,2024,2024-04-26,Zaid,Medium,0
Cotton,Tirunelveli,59.76,305.0,4,17,2024,2024-04-26,Zaid,Medium,0
Lady Finger,Salem,41.28,722.4,4,17,2024,2024-04-26,Zaid,Medium,0
Coconut,Madurai,38.51,190.5,4,17,2024,2024-04-26,Zaid,Low,1
Cotton,Chennai,59.55,308.5,4,17,2024,2024-04-27,Zaid,Medium,0
Brinjal,Erode,31.05,469.3,4,17,2024,2024-04-27,Zaid,Medium,0
Tomato,Trichy,42.61,269.9,4,17,2024,2024-04-27,Zaid,Medium,0
Tomato,Trichy,34.17,764.5,4,17,2024,2024-04-27,Zaid,Medium,0
Cotton,Vellore,57.67,854.4,4,17,2024,2024-04-27,Zaid,Medium,0
Rice,Coimbatore,36.08,405.7,4,17,2024,2024-04-28,Zaid,Medium,0
Carrot,Erode,47.58,745.0,4,17,2024,2024-04-28,Zaid,Medium,0
Cauliflower,Trichy,33.49,488.0,4,17,2024,2024-04-28,Zaid,Medium,0
Banana,Trichy,59.24,352.1,4,18,2024,2024-04-29,Zaid,Low,1
Carrot,Madurai,53.29,585.7,4,18,2024,2024-04-29,Zaid,Medium,0
Cotton,Dindigul,53.3,738.2,4,18,2024,2024-04-29,Zaid,Medium,0
Rice,Coimbatore,34.53,681.9,4,18,2024,2024-04-29,Zaid,Medium,0
Sugarcane,Trichy,3.57,140.5,4,18,2024,2024-04-30,Zaid,Medium,0
Sugarcane,Thanjavur,3.88,502.8,4,18,2024,2024-04-30,Zaid,Medium,0
Carrot,Madurai,52.75,346.3,4,18,2024,2024-04-30,Zaid,Medium,0
Potato,Thanjavur,25.31,661.6,4,18,2024,2024-04-30,Zaid,Medium,0
Coconut,Erode,38.91,409.9,5,18,2024,2024-05-01,Zaid,Low,1
Brinjal,Coimbatore,31.23,410.4,5,18,2024,2024-05-01,Zaid,Medium,0
Brinjal,Tirunelveli,22.29,443.5,5,18,2024,2024-05-01,Zaid,High,0
Coconut,Tirunelveli,34.35,543.5,5,18,2024,2024-05-01,Zaid,Medium,1
Chilli,Salem,125.7,409.9,5,18,2024,2024-05-02,Zaid,Medium,0
Tomato,Coimbatore,33.42,533.7,5,18,2024,2024-05-02,Zaid,High,0
Chilli,Coimbatore,121.81,377.4,5,18,2024,2024-05-03,Zaid,Medium,0
Groundnut,Thanjavur,71.49,770.5,5,18,2024,2024-05-03,Zaid,Medium,0
Sugarcane,Coimbatore,3.83,421.9,5,18,2024,2024-05-03,Zaid,Medium,0
Chilli,Tirunelveli,115.12,384.2,5,18,2024,2024-05-03,Zaid,Medium,0
Cauliflower,Erode,37.12,834.0,5,18,2024,2024-05-03,Zaid,Medium,0
Coconut,Salem,37.42,459.0,5,18,2024,2024-05-04,Zaid,Low,1
Cotton,Coimbatore,55.24,506.1,5,18,2024,2024-05-04,Zaid,Medium,0
Groundnut,Vellore,67.63,623.5,5,18,2024,2024-05-04,Zaid,Medium,0
Coconut,Trichy,39.05,322.7,5,18,2024,2024-05-04,Zaid,Low,1
Groundnut,Dindigul,73.85,667.0,5,18,2024,2024-05-04,Zaid,Medium,0
Potato,Salem,27.3,704.6,5,19,2024,2024-05-06,Zaid,Medium,0
Sugarcane,Salem,4.07,696.1,5,19,2024,2024-05-06,Zaid,Medium,0
Lady Finger,Thanjavur,41.53,594.4,5,19,2024,2024-05-07,Zaid,Medium,0
Carrot,Madurai,52.71,434.8,5,19,2024,2024-05-07,Zaid,Medium,0
Cabbage,Thanjavur,18.14,613.6,5,19,2024,2024-05-07,Zaid,Medium,0
Cauliflower,Tirunelveli,36.42,583.0,5,19,2024,2024-05-07,Zaid,Medium,0
Chilli,Thanjavur,105.51,700.0,5,19,2024,2024-05-08,Zaid,Medium,0
Carrot,Coimbatore,48.87,540.1,5,19,2024,2024-05-08,Zaid,Medium,0
Groundnut,Madurai,74.36,427.8,5,19,2024,2024-05-08,Zaid,Medium,0
Rice,Vellore,34.94,390.7,5,19,2024,2024-05-08,Zaid,Medium,0
Onion,Erode,30.46,438.1,5,19,2024,2024-05-08,Zaid,Medium,0
Banana,Tirunelveli,53.96,576.2,5,19,2024,2024-05-08,Zaid,Low,1
Cabbage,Erode,20.93,80.3,5,19,2024,2024-05-09,Zaid,Medium,0
Cotton,Chennai,61.39,979.2,5,19,2024,2024-05-09,Zaid,Medium,0
Tomato,Salem,40.13,629.2,5,19,2024,2024-05-09,Zaid,Medium,0
Sugarcane,Thanjavur,3.89,349.6,5,19,2024,2024-05-09,Zaid,Medium,0
Tomato,Trichy,38.94,267.5,5,19,2024,2024-05-10,Zaid,Medium,0
Brinjal,Vellore,29.46,573.2,5,19,2024,2024-05-10,Zaid,Medium,0
Groundnut,Dindigul,73.44,495.6,5,19,2024,2024-05-11,Zaid,Medium,0
Rice,Trichy,33.84,276.9,5,19,2024,2024-05-11,Zaid,Medium,0
Potato,Salem,25.24,598.4,5,19,2024,2024-05-11,Zaid,Medium,0
Carrot,Vellore,52.24,465.0,5,19,2024,2024-05-12,Zaid,Medium,0
Cotton,Dindigul,52.99,392.6,5,20,2024,2024-05-13,Zaid,Medium,0
Cotton,Thanjavur,53.97,547.9,5,20,2024,2024-05-13,Zaid,Medium,0
Sugarcane,Erode,4.1,527.4,5,20,2024,2024-05-13,Zaid,Medium,0
Onion,Chennai,34.05,600.3,5,20,2024,2024-05-13,Zaid,Medium,0
Coconut,Vellore,34.46,467.8,5,20,2024,2024-05-13,Zaid,Medium,1
Potato,Erode,25.04,419.0,5,20,2024,2024-05-14,Zaid,Medium,0
Cabbage,Chennai,20.73,631.5,5,20,2024,2024-05-14,Zaid,Medium,0
Potato,Dindigul,28.21,424.0,5,20,2024,2024-05-14,Zaid,Medium,0
Cotton,Tirunelveli,58.07,116.0,5,20,2024,2024-05-15,Zaid,Medium,0
Groundnut,Coimbatore,67.83,598.9,5,20,2024,2024-05-15,Zaid,Medium,0
Chilli,Chennai,120.8,629.0,5,20,2024,2024-05-15,Zaid,Medium,0
Coconut,Tirunelveli,38.2,275.4,5,20,2024,2024-05-15,Zaid,Low,1
Cabbage,Dindigul,17.85,681.7,5,20,2024,2024-05-16,Zaid,Medium,0
Lady Finger,Salem,41.8,526.7,5,20,2024,2024-05-16,Zaid,Medium,0
Cotton,Salem,54.48,466.3,5,20,2024,2024-05-16,Zaid,Medium,0
Carrot,Tirunelveli,57.74,246.2,5,20,2024,2024-05-16,Zaid,Medium,0
Tomato,Thanjavur,36.75,653.9,5,20,2024,2024-05-16,Zaid,Medium,0
Onion,Trichy,33.19,405.6,5,20,2024,2024-05-16,Zaid,Medium,0
Banana,Madurai,55.49,701.7,5,20,2024,2024-05-16,Zaid,Low,1
Banana,Thanjavur,56.32,312.7,5,20,2024,2024-05-17,Zaid,Low,1
Cauliflower,Erode,33.59,586.2,5,20,2024,2024-05-17,Zaid,Medium,0
Sugarcane,Trichy,4.0,598.4,5,20,2024,2024-05-17,Zaid,Medium,0
Onion,Tirunelveli,34.96,509.2,5,20,2024,2024-05-17,Zaid,Medium,0
Potato,Chennai,27.42,628.6,5,20,2024,2024-05-17,Zaid,Medium,0
Onion,Chennai,27.94,530.9,5,20,2024,2024-05-17,Zaid,High,0
Banana,Madurai,56.86,472.6,5,20,2024,2024-05-18,Zaid,Low,1
Sugarcane,Thanjavur,3.61,390.4,5,20,2024,2024-05-18,Zaid,Medium,0
Tomato,Tirunelveli,34.71,701.1,5,20,2024,2024-05-18,Zaid,Medium,0
Potato,Erode,29.9,660.4,5,20,2024,2024-05-18,Zaid,Medium,0
Onion,Salem,33.66,485.9,5,20,2024,2024-05-19,Zaid,Medium,0
Banana,Coimbatore,56.34,306.8,5,20,2024,2024-05-19,Zaid,Low,1
Onion,Chennai,31.99,496.4,5,21,2024,2024-05-20,Zaid,Medium,0
Lady Finger,Salem,41.86,332.6,5,21,2024,2024-05-20,Zaid,Medium,0
Onion,Thanjavur,33.98,654.0,5,21,2024,2024-05-20,Zaid,Medium,0
Rice,Trichy,31.08,693.6,5,21,2024,2024-05-20,Zaid,Medium,0
Cotton,Salem,57.54,644.3,5,21,2024,2024-05-20,Zaid,Medium,0
Cauliflower,Dindigul,30.98,511.0,5,21,2024,2024-05-21,Zaid,Medium,0
Rice,Tirunelveli,34.26,266.8,5,21,2024,2024-05-21,Zaid,Medium,0
Carrot,Coimbatore,60.86,605.6,5,21,2024,2024-05-21,Zaid,Medium,0
Cabbage,Thanjavur,19.97,649.1,5,21,2024,2024-05-22,Zaid,Medium,0
Chilli,Vellore,111.81,453.4,5,21,2024,2024-05-22,Zaid,Medium,0
Lady Finger,Coimbatore,40.71,405.1,5,21,2024,2024-05-22,Zaid,Medium,0
Cauliflower,Madurai,31.46,535.7,5,21,2024,2024-05-23,Zaid,Medium,0
Brinjal,Tirunelveli,27.56,282.1,5,21,2024,2024-05-23,Zaid,Medium,0
Cabbage,Thanjavur,16.25,529.9,5,21,2024,2024-05-23,Zaid,High,0
Brinjal,Trichy,27.58,761.4,5,21,2024,2024-05-24,Zaid,Medium,0
Tomato,Thanjavur,34.51,504.8,5,21,2024,2024-05-24,Zaid,Medium,0
Carrot,Tirunelveli,53.31,845.8,5,21,2024,2024-05-25,Zaid,Medium,0
Cauliflower,Salem,30.88,415.6,5,21,2024,2024-05-25,Zaid,Medium,0
Cotton,Tirunelveli,56.41,799.2,5,21,2024,2024-05-25,Zaid,Medium,0
Banana,Trichy,54.41,398.8,5,21,2024,2024-05-26,Zaid,Low,1
Groundnut,Erode,77.81,381.9,5,21,2024,2024-05-26,Zaid,Medium,0
Brinjal,Chennai,30.84,631.3,5,21,2024,2024-05-26,Zaid,Medium,0
Potato,Madurai,24.48,340.4,5,22,2024,2024-05-27,Zaid,Medium,0
Banana,Salem,50.38,577.3,5,22,2024,2024-05-27,Zaid,Medium,1
Banana,Dindigul,53.04,767.3,5,22,2024,2024-05-27,Zaid,Low,1
Banana,Vellore,61.84,539.3,5,22,2024,2024-05-27,Zaid,Low,1
Groundnut,Chennai,70.54,350.5,5,22,2024,2024-05-27,Zaid,Medium,0
Sugarcane,Thanjavur,3.83,397.7,5,22,2024,2024-05-28,Zaid,Medium,0
Cotton,Dindigul,53.96,788.8,5,22,2024,2024-05-28,Zaid,Medium,0
Cabbage,Dindigul,17.57,788.5,5,22,2024,2024-05-28,Zaid,Medium,0
Cabbage,Salem,20.75,505.0,5,22,2024,2024-05-28,Zaid,Medium,0
Groundnut,Tirunelveli,74.77,257.5,5,22,2024,2024-05-28,Zaid,Medium,0
Brinjal,Coimbatore,30.14,588.7,5,22,2024,2024-05-28,Zaid,Medium,0
Groundnut,Dindigul,72.39,451.0,5,22,2024,2024-05-28,Zaid,Medium,0
Cabbage,Vellore,17.36,358.5,5,22,2024,2024-05-29,Zaid,Medium,0
Cotton,Salem,56.15,219.3,5,22,2024,2024-05-29,Zaid,Medium,0
Brinjal,Dindigul,26.87,571.7,5,22,2024,2024-05-29,Zaid,Medium,0
Cotton,Vellore,56.9,783.9,5,22,2024,2024-05-29,Zaid,Medium,0
Onion,Vellore,33.02,462.1,5,22,2024,2024-05-30,Zaid,Medium,0
Lady Finger,Madurai,44.4,382.0,5,22,2024,2024-05-30,Zaid,Medium,0
Cauliflower,Vellore,30.97,726.2,5,22,2024,2024-05-30,Zaid,Medium,0
Banana,Salem,56.96,147.8,5,22,2024,2024-05-30,Zaid,Low,1
Tomato,Chennai,35.14,786.8,5,22,2024,2024-05-31,Zaid,Medium,0
Banana,Chennai,50.18,248.3,5,22,2024,2024-05-31,Zaid,Medium,1
Potato,Erode,26.65,702.6,6,22,2024,2024-06-01,Kharif,Medium,0
Coconut,Trichy,27.02,520.8,6,22,2024,2024-06-01,Kharif,Medium,0
Tomato,Erode,35.88,619.9,6,22,2024,2024-06-02,Kharif,Medium,0
Sugarcane,Chennai,4.21,594.3,6,22,2024,2024-06-02,Kharif,Medium,0
Sugarcane,Salem,3.99,515.4,6,23,2024,2024-06-03,Kharif,Medium,0
Lady Finger,Tirunelveli,47.84,750.2,6,23,2024,2024-06-03,Kharif,Medium,1
Banana,Erode,54.09,354.9,6,23,2024,2024-06-04,Kharif,Low,1
Cotton,Trichy,58.01,399.8,6,23,2024,2024-06-05,Kharif,Medium,0
Sugarcane,Thanjavur,3.99,651.4,6,23,2024,2024-06-05,Kharif,Medium,0
Brinjal,Thanjavur,26.82,599.0,6,23,2024,2024-06-06,Kharif,Medium,0
Sugarcane,Erode,3.61,420.9,6,23,2024,2024-06-06,Kharif,Medium,0
Potato,Dindigul,27.85,442.3,6,23,2024,2024-06-06,Kharif,Medium,0
Lady Finger,Vellore,52.56,543.1,6,23,2024,2024-06-07,Kharif,Low,1
Sugarcane,Dindigul,4.02,339.9,6,23,2024,2024-06-07,Kharif,Medium,0
Brinjal,Salem,31.46,547.5,6,23,2024,2024-06-07,Kharif,Medium,0
Sugarcane,Madurai,4.07,926.0,6,23,2024,2024-06-07,Kharif,Medium,0
Sugarcane,Coimbatore,3.59,541.8,6,23,2024,2024-06-07,Kharif,Medium,0
Banana,Coimbatore,58.6,564.9,6,23,2024,2024-06-07,Kharif,Low,1
Potato,Vellore,25.49,557.2,6,23,2024,2024-06-07,Kharif,Medium,0
Groundnut,Thanjavur,64.89,547.7,6,23,2024,2024-06-08,Kharif,Medium,0
Rice,Vellore,36.08,675.9,6,23,2024,2024-06-08,Kharif,Medium,0
Carrot,Chennai,55.21,462.5,6,23,2024,2024-06-08,Kharif,Medium,0
Coconut,Dindigul,29.09,473.8,6,23,2024,2024-06-09,Kharif,Medium,0
Carrot,Trichy,49.79,399.8,6,23,2024,2024-06-09,Kharif,Medium,0
Cauliflower,Dindigul,36.97,405.1,6,24,2024,2024-06-10,Kharif,Medium,0
Sugarcane,Thanjavur,3.81,482.7,6,24,2024,2024-06-10,Kharif,Medium,0
Carrot,Tirunelveli,44.34,397.3,6,24,2024,2024-06-10,Kharif,High,0
Sugarcane,Trichy,3.62,541.4,6,24,2024,2024-06-10,Kharif,Medium,0
Potato,Dindigul,26.24,485.5,6,24,2024,2024-06-11,Kharif,Medium,0
Rice,Trichy,38.98,541.1,6,24,2024,2024-06-11,Kharif,Medium,0
Banana,Vellore,57.77,406.0,6,24,2024,2024-06-11,Kharif,Low,1
Coconut,Coimbatore,33.15,455.9,6,24,2024,2024-06-12,Kharif,Medium,0
Brinjal,Thanjavur,26.68,556.5,6,24,2024,2024-06-12,Kharif,Medium,0
Sugarcane,Erode,3.78,410.5,6,24,2024,2024-06-12,Kharif,Medium,0
Sugarcane,Erode,3.35,526.3,6,24,2024,2024-06-12,Kharif,High,0
Groundnut,Chennai,77.37,513.2,6,24,2024,2024-06-12,Kharif,Medium,0
Cotton,Vellore,56.48,662.7,6,24,2024,2024-06-13,Kharif,Medium,0
Coconut,Thanjavur,25.96,389.3,6,24,2024,2024-06-13,Kharif,Medium,0
Potato,Tirunelveli,24.27,630.9,6,24,2024,2024-06-13,Kharif,Medium,0
Cauliflower,Thanjavur,34.15,621.1,6,24,2024,2024-06-14,Kharif,Medium,0
Banana,Erode,56.84,262.0,6,24,2024,2024-06-14,Kharif,Low,1
Onion,Madurai,29.25,648.1,6,24,2024,2024-06-15,Kharif,High,0
Lady Finger,Erode,56.24,343.3,6,24,2024,2024-06-15,Kharif,Low,1
Lady Finger,Salem,58.83,511.3,6,24,2024,2024-06-15,Kharif,Low,1
Onion,Trichy,29.36,533.7,6,24,2024,2024-06-15,Kharif,High,0
Tomato,Tirunelveli,35.65,555.7,6,24,2024,2024-06-16,Kharif,Medium,0
Brinjal,Vellore,27.14,378.6,6,24,2024,2024-06-16,Kharif,Medium,0
Onion,Tirunelveli,33.77,585.4,6,24,2024,2024-06-16,Kharif,Medium,0
Banana,Madurai,54.31,273.3,6,24,2024,2024-06-16,Kharif,Low,1
Coconut,Vellore,25.23,477.2,6,24,2024,2024-06-16,Kharif,High,0
Banana,Madurai,57.17,295.0,6,24,2024,2024-06-16,Kharif,Low,1
Cauliflower,Trichy,34.91,626.0,6,24,2024,2024-06-16,Kharif,Medium,0
Tomato,Madurai,40.89,587.6,6,25,2024,2024-06-17,Kharif,Medium,0
Brinjal,Madurai,28.7,538.9,6,25,2024,2024-06-17,Kharif,Medium,0
Cotton,Coimbatore,53.56,421.8,6,25,2024,2024-06-17,Kharif,Medium,0
Lady Finger,Vellore,61.98,383.8,6,25,2024,2024-06-17,Kharif,Low,1
Rice,Erode,29.3,735.9,6,25,2024,2024-06-18,Kharif,High,0
Cabbage,Salem,18.76,482.6,6,25,2024,2024-06-18,Kharif,Medium,0
Tomato,Trichy,32.33,611.1,6,25,2024,2024-06-19,Kharif,High,0
Brinjal,Chennai,25.19,711.3,6,25,2024,2024-06-19,Kharif,High,0
Cauliflower,Tirunelveli,31.22,458.8,6,25,2024,2024-06-19,Kharif,Medium,0
Tomato,Madurai,35.98,566.7,6,25,2024,2024-06-19,Kharif,Medium,0
Carrot,Madurai,50.88,652.0,6,25,2024,2024-06-19,Kharif,Medium,0
Potato,Trichy,28.5,470.8,6,25,2024,2024-06-20,Kharif,Medium,0
Groundnut,Vellore,69.0,666.8,6,25,2024,2024-06-20,Kharif,Medium,0
Carrot,Madurai,51.16,307.1,6,25,2024,2024-06-20,Kharif,Medium,0
Cauliflower,Tirunelveli,34.97,523.6,6,25,2024,2024-06-21,Kharif,Medium,0
Chilli,Dindigul,111.49,751.5,6,25,2024,2024-06-21,Kharif,Medium,0
Cauliflower,Tirunelveli,30.73,701.3,6,25,2024,2024-06-21,Kharif,Medium,0
Banana,Madurai,53.71,353.9,6,25,2024,2024-06-21,Kharif,Low,1
Cabbage,Chennai,17.15,509.4,6,25,2024,2024-06-22,Kharif,Medium,0
Onion,Madurai,37.55,379.8,6,25,2024,2024-06-22,Kharif,Medium,0
Cabbage,Thanjavur,17.45,534.0,6,25,2024,2024-06-23,Kharif,Medium,0
Banana,Madurai,59.65,254.0,6,25,2024,2024-06-23,Kharif,Low,1
Carrot,Coimbatore,51.2,326.0,6,25,2024,2024-06-23,Kharif,Medium,0
Lady Finger,Salem,60.06,159.8,6,26,2024,2024-06-24,Kharif,Low,1
Brinjal,Trichy,28.95,790.8,6,26,2024,2024-06-24,Kharif,Medium,0
Chilli,Madurai,112.38,731.2,6,26,2024,2024-06-24,Kharif,Medium,0
Sugarcane,Tirunelveli,3.56,501.6,6,26,2024,2024-06-25,Kharif,Medium,0
Chilli,Chennai,104.74,461.6,6,26,2024,2024-06-25,Kharif,Medium,0
Potato,Trichy,30.67,431.5,6,26,2024,2024-06-26,Kharif,Medium,0
Groundnut,Trichy,75.43,655.6,6,26,2024,2024-06-26,Kharif,Medium,0
Onion,Coimbatore,30.59,643.0,6,26,2024,2024-06-27,Kharif,Medium,0
Cauliflower,Dindigul,30.7,766.5,6,26,2024,2024-06-27,Kharif,Medium,0
Cabbage,Madurai,18.47,548.2,6,26,2024,2024-06-27,Kharif,Medium,0
Cauliflower,Coimbatore,28.07,527.1,6,26,2024,2024-06-27,Kharif,High,0
Cabbage,Thanjavur,17.12,607.0,6,26,2024,2024-06-27,Kharif,Medium,0
Groundnut,Vellore,78.66,517.2,6,26,2024,2024-06-28,Kharif,Medium,0
Sugarcane,Trichy,3.66,497.6,6,26,2024,2024-06-28,Kharif,Medium,0
Onion,Salem,31.57,578.0,6,26,2024,2024-06-28,Kharif,Medium,0
Brinjal,Dindigul,26.84,124.8,6,26,2024,2024-06-28,Kharif,Medium,0
Sugarcane,Salem,3.91,481.4,6,26,2024,2024-06-28,Kharif,Medium,0
Rice,Dindigul,34.61,411.1,6,26,2024,2024-06-28,Kharif,Medium,0
Cauliflower,Salem,34.5,406.4,6,26,2024,2024-06-29,Kharif,Medium,0
Tomato,Dindigul,35.46,456.9,6,26,2024,2024-06-29,Kharif,Medium,0
Chilli,Salem,117.2,842.0,6,26,2024,2024-06-29,Kharif,Medium,0
Sugarcane,Dindigul,3.65,491.6,6,26,2024,2024-06-29,Kharif,Medium,0
Coconut,Thanjavur,26.55,541.3,6,26,2024,2024-06-30,Kharif,Medium,0
Carrot,Salem,54.99,621.0,7,27,2024,2024-07-01,Kharif,Medium,0
Coconut,Vellore,28.32,548.7,7,27,2024,2024-07-01,Kharif,Medium,0
Tomato,Tirunelveli,36.26,612.1,7,27,2024,2024-07-01,Kharif,Medium,0
Chilli,Madurai,118.63,311.4,7,27,2024,2024-07-01,Kharif,Medium,0
Lady Finger,Thanjavur,60.88,288.9,7,27,2024,2024-07-01,Kharif,Low,1
